,Input sentence,isComparative,subject,object,aspect,predicate,label
181,"Samsung vẫn luôn mạnh về công nghệ màn hình trong nhiều năm nay, và giờ họ vẫn làm rất tốt điểm này trên S20 Ultra.",0,[],[],[],[],[]
182,"Do đó, không quá ngạc nhiên khi nhiều trang đánh giá uy tín của nước ngoài đều chọn đây là chiếc máy có màn hình đẹp nhất hiện nay.",1,"['22&&chiếc', '23&&máy']",[],"['25&&màn', '26&&hình']","['27&&đẹp', '28&&nhất', '29&&hiện', '30&&nay']",SUP+
183,alt: anh 6,0,[],[],[],[],[]
184,des:,0,[],[],[],[],[]
185,Độ bo cong hai cạnh bên trên S20 Ultra đã được giảm bớt khi so với S10.,1,"['8&&S20', '9&&Ultra']",['17&&S10'],"['1&&Độ', '2&&bo', '3&&cong', '4&&hai', '5&&cạnh', '6&&bên']","['12&&giảm', '13&&bớt']",COM
186,Chính vì vậy thao tác trên máy đỡ bị cảm ứng nhầm hơn rất nhiều.,1,['7&&máy'],[],"['4&&thao', '5&&tác']","['8&&đỡ', '9&&bị', '10&&cảm', '11&&ứng', '12&&nhầm', '13&&hơn', '14&&rất', '15&&nhiều']",COM+
187,Các viền trên viền dưới cũng được làm khá mỏng.,0,[],[],[],[],[]
188,Chính những điều này đã giúp máy có màn hình lớn nhưng vẫn rất gọn gàng trong bàn tay của người sử dụng.,0,[],[],[],[],[]
189,alt: anh 7,0,[],[],[],[],[]
190,des:,0,[],[],[],[],[]
191,Công nghệ màn hình 120Hz có thể nói là điểm nhấn lớn nhất trên màn hình.,0,[],[],[],[],[]
192,Các trải nghiệm thao tác với chế độ này vô cùng mượt mà.,0,[],[],[],[],[]
193,Nếu bạn đang quen với màn hình 60Hz thì chắc chắn 120Hz trên S20 Ultra sẽ không làm bạn thất vọng.,0,[],[],[],[],[]
194,Nhưng khi bật chế độ này độ phân giải màn hình của máy sẽ giảm xuống chỉ còn Full HD+.,0,[],[],[],[],[]
195,"Tuy nhiên, dù sử dụng ở độ phân giải Full HD+ thì trải nghiệm hình ảnh vẫn rất mịn và ít gặp tình trạng bị rỗ màn hình.",0,[],[],[],[],[]
196,alt: anh 8,0,[],[],[],[],[]
197,des:,0,[],[],[],[],[]
198,"Cấu hình được trang bị trên S20 Ultra là con chip Exynos 990 mạnh mẽ nhất của Samsung, Ram 12GB thoải mái cho việc đa nhiệm cùng bộ nhớ trong 128GB.",1,"['7&&S20', '8&&Ultra']",[],"['10&&con', '11&&chip', '12&&Exynos', '13&&990']","['14&&mạnh', '15&&mẽ', '16&&nhất', '17&&của', '18&&Samsung']",SUP+
199,"Nếu dung lượng này chưa đủ, bạn có thể mở rộng thông qua thẻ nhớ (tối đa 1TB).",0,[],[],[],[],[]
200,"Trải nghiệm nhanh việc chơi game, máy hoàn toàn đáp ứng tốt tựa game Liên Quân Mobile, PUBG Mobile và Asphalt Extreme.",0,[],[],[],[],[]
201,alt: anh 9,0,[],[],[],[],[]
202,des:,0,[],[],[],[],[]
203,Cụm camera có kích thước lớn chính vì chứa đựng nhiều công nghệ bên trong.,0,[],[],[],[],[]
204,"Điểm qua chút về thông số chúng ta sẽ có camera góc rộng 108MP, khẩu độ f/1.8, camera góc siêu rộng 12MP, camera cảm biến đo chiều sâu và đặc biệt là camera tele 48MP.",0,[],[],[],[],[]
205,Camera 108MP còn có thể gộp 9 điểm ảnh làm 1.,0,[],[],[],[],[]
206,Điều này giúp tăng chi tiết cũng như nâng chất lượng những bức ảnh chụp thiếu sáng.,0,[],[],[],[],[]
207,Rất nhiều tính năng thú vị khác đã được Samsung thêm vào để làm hài lòng người dùng.,0,[],[],[],[],[]
208,alt: anh 10,0,[],[],[],[],[]
209,des:,0,[],[],[],[],[]
210,Khả năng zoom điện tử lên tới 100x cũng là điều làm giới yêu công nghệ vô cùng háo hức.,0,[],[],[],[],[]
211,Bạn có thể sáng tạo được rất nhiều điều thú vị cùng camera này như là chụp những vật thể ở xa không thể lại gần hoặc chỉ đơn giản là thay thế cho một chiếc ống nhòm to và cồng kềnh.,0,[],[],[],[],[]
212,alt: anh 11,0,[],[],[],[],[]
213,des:,0,[],[],[],[],[]
214,Đối với quay video trên S20 Ultra sẽ có tính năng quay phim Siêu ổn định rất được các vlogger ưa thích vì khả năng chống rung bá đạo mà lại không cần gimbal này.,0,[],[],[],[],[]
215,"Thêm nữa máy còn hỗ trợ quay video có độ phân giải lên tới 8K, thậm chí lớn hơn cả chiếc máy ảnh mà mình đang sử dụng.",1,['3&&máy'],"['22&&chiếc', '23&&máy', '24&&ảnh']","['5&&hỗ', '6&&trợ', '7&&quay', '8&&video', '9&&có', '10&&độ', '11&&phân', '12&&giải']","['19&&lớn', '20&&hơn']",COM+
216,alt: anh 12,0,[],[],[],[],[]
217,des:,0,[],[],[],[],[]
218,"Cuối cùng là về dung lượng pin, máy có pin 5.000mAh.",0,[],[],[],[],[]
219,Đây là một con số lớn và rất thoải mái cho một ngày sử dụng.,0,[],[],[],[],[]
220,Máy còn hỗ trợ sạc nhanh tới 45W nên việc sạc 5.000mAh cũng không tốn quá nhiều thời gian.,0,[],[],[],[],[]
221,"Giả sử một ngày bạn trót chơi game hay chụp ảnh quá nhiều, cắm sạc một chút là lại đủ dùng ngay.",0,[],[],[],[],[]
222,alt: anh 13,0,[],[],[],[],[]
223,des:,0,[],[],[],[],[]
224,Tạm kết,0,[],[],[],[],[]
225,"Tổng kết lại, Galaxy S20 Ultra là một chiếc máy cực kỳ đáng mua.",0,[],[],[],[],[]
226,Những ai thích trải nghiệm công nghệ mới sẽ không thất vọng khi cầm trên tay chiếc máy này.,0,[],[],[],[],[]
227,Hiện tại Galaxy S20 Ultra đã chính thức được đưa lên kệ Hoàng Hà Mobile.,0,[],[],[],[],[]
228,"Khi mua Galaxy S20 Series tại Hoàng Hà, khách hàng sẽ được tặng bộ quà trị giá tới 10.000.000đ.",0,[],[],[],[],[]
229,"Không chỉ vậy, trong hai ngày 7 và 8/3, Hoàng Hà sẽ giảm thẳng 2.000.000đ vào giá máy, giảm thêm 500.000đ với khách hàng thân thiết.",0,[],[],[],[],[]
230,Hãy đặt mua ngay để không bỏ lỡ những ưu đãi hấp dẫn này nha.,0,[],[],[],[],[]
231,Tham gia Hoàng Hà Mobile Group để cập nhật những chương trình và ưu đãi sớm nhất,0,[],[],[],[],[]
232,"Cùng Follow kênh Youtube của Hoàng Hà Mobile để cập nhật những tin tức mới nhất, sinh động nhất nhé!",0,[],[],[],[],[]
233,"title: So sánh điện thoại Samsung Galaxy A53 và A73, máy nào tốt hơn?",0,[],[],[],[],[]
234,Samsung  là một trong những thương hiệu  điện thoại thông minh  được ưa chuộng tại Việt Nam bởi mẫu mã đa dạng và nhiều tiện ích.,0,[],[],[],[],[]
235,Cùng  Thế Giới Di Động  so sánh  Samsung Galaxy A53  với  Samsung Galaxy A73  ngay trong bài viết sau đây nhé!,0,[],[],[],[],[]
236,Tổng quan điện thoại Samsung Galaxy A53,0,[],[],[],[],[]
237,Samsung Galaxy A53 ra mắt vào năm 2022 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen bởi sở hữu nhiều tính năng vượt trội hơn Galaxy A52 nhưng giá lại rẻ hơn so với phiên bản Galaxy A73 5G cao cấp.,1,"['1&&Samsung', '2&&Galaxy', '3&&A53']","['33&&Galaxy', '34&&A52']","['28&&tính', '29&&năng']","['27&&nhiều', '28&&tính', '29&&năng', '30&&vượt', '31&&trội', '32&&hơn']",COM+
238,Samsung Galaxy A53 ra mắt vào năm 2022 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen bởi sở hữu nhiều tính năng vượt trội hơn Galaxy A52 nhưng giá lại rẻ hơn so với phiên bản Galaxy A73 5G cao cấp.,1,"['1&&Samsung', '2&&Galaxy', '3&&A53']","['44&&Galaxy', '45&&A73', '46&&5G']",['36&&giá'],"['38&&rẻ', '39&&hơn']",COM+
239,"Chiếc Galaxy A3 được xem là át chủ bài khi được trang bị nhiều công nghệ ấn tượng như camera sắc nét giúp bắt trọn khoảnh khắc, hiệu năng Exynox 1280 tha hồ chiến game, hay thời gian sạc pin nhanh hơn đem lại trải nghiệm tuyệt vời cho người dùng.",0,[],[],[],[],[]
240,alt: Samsung Galaxy A53 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen,0,[],[],[],[],[]
241,des: Samsung Galaxy A53 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen,0,[],[],[],[],[]
242,Samsung Galaxy A53 là một chiếc điện thoại tầm trung được giới công nghệ không tiếc lời khen.,0,[],[],[],[],[]
243,Tổng quan về điện thoại Samsung Galaxy A73,0,[],[],[],[],[]
244,Samsung Galaxy A73 được ra mắt vào  năm 2022  và là sản phẩm nổi bật nhất trong dòng Galaxy A và là sản phẩm tầm trung đáng mua.,1,"['1&&Samsung', '2&&Galaxy', '3&&A73']",[],[],"['14&&nổi', '15&&bật', '16&&nhất', '17&&trong', '18&&dòng', '19&&Galaxy', '20&&A']",SUP+
245,Chiếc điện thoại này được trang bị nhiều thông số kỹ thuật ấn tượng đem đến trải nghiệm thú vị.,0,[],[],[],[],[]
246,Với chất lượng màn hình và camera có độ phân giải lên đến 108 MP cho bạn tha hồ thỏa sức nhiếp ảnh.,0,[],[],[],[],[]
247,Nhờ được trang bị chipset mạnh mẽ đến từ nhà sản xuất Qualcomm mà Galaxy A73 vận hành khá ổn định.,0,[],[],[],[],[]
248,alt: Samsung Galaxy A73 là sản phẩm nổi bật nhất trong dòng Galaxy A,0,[],[],[],[],[]
249,des: Samsung Galaxy A73 là sản phẩm nổi bật nhất trong dòng Galaxy A,0,[],[],[],[],[]
250,Samsung Galaxy A73 là sản phẩm nổi bật nhất trong dòng Galaxy A.,0,[],[],[],[],[]
251,So sánh điện thoại Samsung Galaxy A53 với Samsung Galaxy A73,0,[],[],[],[],[]
252,Thiết kế và màu sắc,0,[],[],[],[],[]
253,Nhìn chung cả 2 chiếc điện thoại này không có sự khác biệt lớn về thiết kế và màu sắc.,1,"['3&&cả', '4&&2', '5&&chiếc', '6&&điện', '7&&thoại', '8&&này']","['3&&cả', '4&&2', '5&&chiếc', '6&&điện', '7&&thoại', '8&&này']","['16&&thiết', '17&&kế']","['9&&không', '10&&có', '11&&sự', '12&&khác', '13&&biệt', '14&&lớn']",EQL
254,Nhìn chung cả 2 chiếc điện thoại này không có sự khác biệt lớn về thiết kế và màu sắc.,1,"['3&&cả', '4&&2', '5&&chiếc', '6&&điện', '7&&thoại', '8&&này']","['3&&cả', '4&&2', '5&&chiếc', '6&&điện', '7&&thoại', '8&&này']","['19&&màu', '20&&sắc']","['9&&không', '10&&có', '11&&sự', '12&&khác', '13&&biệt', '14&&lớn']",EQL
255,Cả 2 đều được sử dụng nhựa cao cấp cho mặt lưng và có khung viền bezel ở cạnh bên của máy.,0,[],[],[],[],[]
256,Galaxy A73 5G có kích thước máy lớn hơn và viền mỏng nhẹ hơn so với Galaxy A53 5G một chút.,1,"['1&&Galaxy', '2&&A73', '3&&5G']","['17&&Galaxy', '18&&A53', '19&&5G']","['5&&kích', '6&&thước', '7&&máy']","['8&&lớn', '9&&hơn']",COM+
257,Galaxy A73 5G có kích thước máy lớn hơn và viền mỏng nhẹ hơn so với Galaxy A53 5G một chút.,1,"['1&&Galaxy', '2&&A73', '3&&5G']","['17&&Galaxy', '18&&A53', '19&&5G']",['11&&viền'],"['12&&mỏng', '13&&nhẹ', '14&&hơn']",COM+
258,"Màu sắc của Galaxy A73 5G gồm trắng, đen, xanh bạc hà.",0,[],[],[],[],[]
259,"Trong khi đó Galaxy A53 G5 có nhiều hơn một lựa chọn là: trắng, đen, cam và xanh dương.",1,"['4&&Galaxy', '5&&A53', '6&&G5']",[],[],"['8&&nhiều', '9&&hơn']",COM+
260,alt: sử dụng nhựa cao cấp cho mặt lưng và có khung viền bezel ở cạnh bên,0,[],[],[],[],[]
261,des: sử dụng nhựa cao cấp cho mặt lưng và có khung viền bezel ở cạnh bên,0,[],[],[],[],[]
262,sử dụng nhựa cao cấp cho mặt lưng và có khung viền bezel ở cạnh bên.,0,[],[],[],[],[]
263,Màn hình,0,[],[],[],[],[]
264,Đều được sử dụng màn hình có độ phân giải Full HD+ và  tần số quét 120Hz .,1,[],[],"['5&&màn', '6&&hình', '7&&có', '8&&độ', '9&&phân', '10&&giải', '11&&Full', '12&&HD', '13&&+', '14&&và', '15&&tần', '16&&số', '17&&quét', '18&&120Hz']","['1&&Đều', '2&&được', '3&&sử', '4&&dụng']",EQL
265,Mặt trước của điện thoại đều được trang bị kính  cường lực Gorilla Glass  thế hệ thứ 5 giúp màn hình được bảo vệ và hạn chế trầy xước.,0,[],[],[],[],[]
266,Samsung Galaxy A53 được trang bị màn hình SUPER AMOLED với tỷ lệ khung hình là 20:9.,0,[],[],[],[],[]
267,"Trong khi đó, Samsung Galaxy A73 được ứng dụng công nghệ màn hình SUPER AMOLED+ kích thước lớn và sắc nét hơn với tỷ lệ tương tự.",1,"['5&&Samsung', '6&&Galaxy', '7&&A73']",[],[],"['22&&sắc', '23&&nét', '24&&hơn']",COM+
268,"Trong khi đó, Samsung Galaxy A73 được ứng dụng công nghệ màn hình SUPER AMOLED+ kích thước lớn và sắc nét hơn với tỷ lệ tương tự.",1,"['5&&Samsung', '6&&Galaxy', '7&&A73']",[],"['26&&tỷ', '27&&lệ']","['28&&tương', '29&&tự']",EQL
269,alt: màn hình có độ phân giải Full HD+ và tần số quét 120Hz,0,[],[],[],[],[]
270,des: màn hình có độ phân giải Full HD+ và tần số quét 120Hz,0,[],[],[],[],[]
271,màn hình có độ phân giải Full HD+ và tần số quét 120Hz.,0,[],[],[],[],[]
272,Camera,0,[],[],[],[],[]
273,Cả 2 điện thoại đều sở hữu 4 ống kính như nhau.,1,"['1&&Cả', '2&&2', '3&&điện', '4&&thoại']","['1&&Cả', '2&&2', '3&&điện', '4&&thoại']","['8&&4', '9&&ống', '10&&kính']","['5&&đều', '6&&sở', '7&&hữu']",EQL
274,Tuy nhiên chúng vẫn có những điểm khác biệt như camera selfie của Galaxy A53 be shown so với A73 và các thông số camera cũng có sự khác biệt.,1,"['14&&Galaxy', '15&&A53']",['20&&A73'],"['22&&các', '23&&thông', '24&&số', '25&&camera']","['29&&khác', '30&&biệt']",DIF
275,"Galaxy A53 có camera trước 32MP, ống kính chính 64MP, camera góc rộng đến 12 MP,  camera macro  và camera đo độ sâu 2MP.",0,[],[],[],[],[]
276,"Còn Galaxy A73 hiện đại hơn khi ống kính chính được nâng cấp đến 108 MP, camera macro và camera đo độ sâu đều là 5MP",1,"['2&&Galaxy', '3&&A73']",[],"['8&&ống', '9&&kính', '10&&chính']","['4&&hiện', '5&&đại', '6&&hơn']",COM+
277,alt: Sở hữu 4 ống kính như nhau,0,[],[],[],[],[]
278,des: Sở hữu 4 ống kính như nhau,0,[],[],[],[],[]
279,Sở hữu 4 ống kính như nhau.,0,[],[],[],[],[]
280,Hiệu năng,0,[],[],[],[],[]
281,"Chiếc điện thoại Galaxy A73 5G được nâng cấp con chip Snapdragon 778G giúp các tác vụ được xử lý mượt mà, đặc biệt là chơi game.",0,[],[],[],[],[]
282,"Bên cạnh đó, còn được trang bị thêm chip đồ họa Adreno 642L giúp khả năng hiển thị đồ họa tốc độ nhanh hơn.",0,[],[],[],[],[]
283,Samsung Galaxy A53 5G lại sở hữu vi xử lý Exynos 1280 mới với nhiều hiệu năng ấn tượng.,0,[],[],[],[],[]
284,Ngoài ra chiếc điện thoại này cũng được trang bị thêm chip đồ họa  Mali-G68  được trang bị trên Galaxy A53 hỗ trợ quá trình chạy đồ họa mượt hơn,0,[],[],[],[],[]
285,alt: Galaxy A73 5G được nâng cấp con chip Snapdragon 778G,0,[],[],[],[],[]
286,des: Galaxy A73 5G được nâng cấp con chip Snapdragon 778G,0,[],[],[],[],[]
287,Galaxy A73 5G được nâng cấp con chip Snapdragon 778G.,0,[],[],[],[],[]
288,"Pin, sạc",0,[],[],[],[],[]
289,Cả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh chỉ mất đến 70 phút là sạc đầy pin với công nghệ sạc nhanh  Super Fast Charging  25W.,1,"['1&&Cả', '2&&2']","['1&&Cả', '2&&2']","['6&&pin', '7&&lõi', '8&&Li-po', '9&&dung', '10&&lượng', '11&&5000mAh']","['3&&đều', '4&&sử', '5&&dụng']",EQL
290,Giờ đây bạn có thể tha hồ quay video hay chơi game mà không lo phải dành nhiều thời gian chờ pin được sạc đầy.,0,[],[],[],[],[]
291,alt: ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh,0,[],[],[],[],[]
292,des: ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh,0,[],[],[],[],[]
293,ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh.,0,[],[],[],[],[]
294,Kết nối,0,[],[],[],[],[]
295,"Samsung Galaxy A53 và Samsung Galaxy A73 đều có khả năng kết nối mạng di động hỗ trợ 5G, 2  Nano SIM , Wi-Fi (Wi-Fi Direct, Wi-Fi hotspo, Dual-band 2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax), GPS, Bluetooth (A2D, PLE, v5.0), cổng Type - C, jack tai nghe Type - C.",1,"['1&&Samsung', '2&&Galaxy', '3&&A53']","['5&&Samsung', '6&&Galaxy', '7&&A73']","['10&&khả', '11&&năng', '12&&kết', '13&&nối', '14&&mạng', '15&&di', '16&&động', '17&&hỗ', '18&&trợ', '19&&5G']","['8&&đều', '9&&có']",EQL
296,"alt: đều có khả năng kết nối mạng di động hỗ trợ 5G, 2 Nano SIM, Wi-Fi",0,[],[],[],[],[]
297,"des: đều có khả năng kết nối mạng di động hỗ trợ 5G, 2 Nano SIM, Wi-Fi",0,[],[],[],[],[]
298,"đều có khả năng kết nối mạng di động hỗ trợ 5G, 2 Nano SIM, Wi-Fi .",0,[],[],[],[],[]
299,Tiện ích,0,[],[],[],[],[]
300,Cả 2 phiên bản Samsung này đều có các tiện ích tương tự nhau.,1,"['1&&Cả', '2&&2', '3&&phiên', '4&&bản', '5&&Samsung', '6&&này']","['1&&Cả', '2&&2', '3&&phiên', '4&&bản', '5&&Samsung', '6&&này']","['9&&các', '10&&tiện', '11&&ích']","['12&&tương', '13&&tự', '14&&nhau']",EQL
301,"Các chức năng cơ bản đều được hỗ trợ tối đa như xem phim, nghe nhạc, ghi âm.",0,[],[],[],[],[]
